codigo_ocorrencia;codigo_ocorrencia1;codigo_ocorrencia2;codigo_ocorrencia3;codigo_ocorrencia4;ocorrencia_classificacao;ocorrencia_latitude;ocorrencia_longitude;ocorrencia_cidade;ocorrencia_uf;ocorrencia_pais;ocorrencia_aerodromo;ocorrencia_dia;ocorrencia_hora;investigacao_aeronave_liberada;investigacao_status;divulgacao_relatorio_numero;divulgacao_relatorio_publicado;divulgacao_dia_publicacao;total_recomendacoes;total_aeronaves_envolvidas;ocorrencia_saida_pista;ocorrencia_tipo;ocorrencia_tipo_categoria;taxonomia_tipo_icao;aeronave_matricula;aeronave_operador_categoria;aeronave_tipo_veiculo;aeronave_fabricante;aeronave_modelo;aeronave_tipo_icao;aeronave_motor_tipo;aeronave_motor_quantidade;aeronave_pmd;aeronave_pmd_categoria;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_pais_registro;aeronave_registro_categoria;aeronave_registro_segmento;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano;aeronave_fatalidades_total;fator_nome;fator_aspecto;fator_condicionante;fator_area;recomendacao_numero;recomendacao_dia_assinatura;recomendacao_dia_encaminhamento;recomendacao_dia_feedback;recomendacao_conteudo;recomendacao_status;recomendacao_destinatario_sigla;recomendacao_destinatario
46476;46476;46476;46476;46476;INCIDENTE;;;RIO DE JANEIRO;RJ;BRASIL;SBRJ;05/10/2012;18:00:00;;FINALIZADA;;NÃO;;0;1;NÃO;COLISÃO COM OBSTÁCULOS NO SOLO;COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO;GCOL;PRAVB;REGULAR;AVIÃO;AIRBUS INDUSTRIE;A319-115;A319;JATO;BIMOTOR;75500;75500;141.0;2010.0;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;ESTACIONAMENTO;REGULAR;LEVE;0;;;;;;;;;;;;
46477;46477;46477;46477;46477;INCIDENTE;;;CRUZEIRO DO SUL;AC;BRASIL;*;23/09/2012;19:40:00;;FINALIZADA;;NÃO;;0;1;NÃO;OUTROS;OUTROS;OTHR;PRHBF;TÁXI AÉREO;HELICÓPTERO;EUROCOPTER FRANCE;AS 355 N;AS55;TURBOEIXO;BIMOTOR;2600;2600;6.0;1997.0;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;TÁXI AÉREO;NENHUM;0;;;;;;;;;;;;
46478;46478;46478;46478;46478;INCIDENTE;;;RIO DE JANEIRO;RJ;BRASIL;SBRJ;25/09/2012;21:55:00;;FINALIZADA;;NÃO;;0;1;NÃO;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OTHR;PRAZD;REGULAR;AVIÃO;EMBRAER;ERJ 190-100 IGW;E190;JATO;BIMOTOR;51800;51800;113.0;2009.0;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;REGULAR;NENHUM;0;;;;;;;;;;;;
46479;46479;46479;46479;46479;INCIDENTE;;;LONDRINA;PR;BRASIL;SBLO;04/10/2012;22:05:00;;FINALIZADA;;NÃO;;0;1;NÃO;POUSO BRUSCO;CONTATO ANORMAL COM A PISTA | POUSO BRUSCO;ARC;PRAZD;REGULAR;AVIÃO;EMBRAER;ERJ 190-100 IGW;E190;JATO;BIMOTOR;51800;51800;113.0;2009.0;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;REGULAR;NENHUM;0;;;;;;;;;;;;
46480;46480;46480;46480;46480;INCIDENTE;;;GOIÂNIA;GO;BRASIL;SBGO;05/10/2012;17:09:00;;FINALIZADA;;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PTEUW;PARTICULAR;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;BIMOTOR;2073;2073;6.0;1979.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;NENHUM;0;;;;;;;;;;;;
46481;46481;46481;46481;46481;INCIDENTE;;;BELO HORIZONTE;MG;BRASIL;SBBH;09/10/2012;21:27:00;;FINALIZADA;;NÃO;;0;1;NÃO;COLISÃO COM OBSTÁCULOS NO SOLO;COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO;GCOL;PTVGD;ESPECIALIZADA;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PA34;PISTÃO;BIMOTOR;2155;2155;6.0;1987.0;BRASIL;BRASIL;AVIÃO;ESPECIALIZADA;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;ESPECIALIZADA;NENHUM;0;;;;;;;;;;;;
46484;46484;46484;46484;46484;INCIDENTE;;;BRASÍLIA;DF;BRASIL;SBBR;11/10/2012;16:45:00;;FINALIZADA;;NÃO;;0;1;NÃO;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP;PPMVT;PARTICULAR;AVIÃO;PILATUS;PC-12/47E;PC12;TURBOÉLICE;MONOMOTOR;4740;4740;10.0;2008.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;PRIVADA;NENHUM;0;;;;;;;;;;;;
46485;46485;46485;46485;46485;INCIDENTE;;;PORTO SEGURO;BA;BRASIL;SBPS;14/10/2012;20:40:00;;FINALIZADA;;NÃO;;0;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PPPTI;REGULAR;AVIÃO;AEROSPATIALE AND ALENIA;ATR-42-320;AT43;TURBOÉLICE;BIMOTOR;16900;16900;50.0;1994.0;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0;;;;;;;;;;;;
46486;46486;46486;46486;46486;INCIDENTE;;;TERESINA;PI;BRASIL;SBTE;14/10/2012;00:09:00;;FINALIZADA;;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PRMON;PARTICULAR;AVIÃO;CESSNA AIRCRAFT;525B;C25B;JATO;BIMOTOR;6291;6291;10.0;2009.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;NENHUM;0;;;;;;;;;;;;
46487;46487;46487;46487;46487;INCIDENTE;;;BRASÍLIA;DF;BRASIL;SBBR;16/10/2012;20:00:00;;FINALIZADA;;NÃO;;0;1;NÃO;DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA;SCF-NP;PTLSJ;TÁXI AÉREO;AVIÃO;LEARJET;35A;LJ35;JATO;BIMOTOR;8165;8165;10.0;1978.0;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;TÁXI AÉREO;NENHUM;0;;;;;;;;;;;;
46495;46495;46495;46495;46495;INCIDENTE;;;CURITIBA;PR;BRASIL;*;28/09/2012;15:00:00;;FINALIZADA;;NÃO;;0;1;NÃO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP;PRIND;PARTICULAR;AVIÃO;RAYTHEON AIRCRAFT;400A;BE40;JATO;BIMOTOR;7394;7394;10.0;2006.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;PRIVADA;NENHUM;0;;;;;;;;;;;;
46496;46496;46496;46496;46496;ACIDENTE;-23.5166666667;-47.2666666667;SOROCABA;SP;BRASIL;*;31/10/2012;16:30:00;SIM;FINALIZADA;A - 525/CENIPA/2015;SIM;2016-06-16;0;1;NÃO;COM ROTOR;FALHA OU MAU FUNCIONAMENTO DO MOTOR | COM ROTOR;SCF-PP;PTHNE;PARTICULAR;HELICÓPTERO;HELIBRAS;HB-350B;AS50;TURBOEIXO;MONOMOTOR;1950;1950;6.0;1989.0;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;SOROCABA;CIA. BRASILEIRA DE ALUMÍNIO;POUSO;PRIVADA;SUBSTANCIAL;0;PLANEJAMENTO DE VOO, JULGAMENTO DE PILOTAGEM, INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;;;;;;;;
46497;46497;46497;46497;46497;ACIDENTE;-30.1877777778;-51.1827777778;PORTO ALEGRE;RS;BRASIL;SSBN;24/10/2012;12:05:00;SIM;FINALIZADA;A-179/CENIPA/2013;SIM;2013-12-18;0;1;NÃO;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G;PPMAQ;INSTRUÇÃO;HELICÓPTERO;ROBINSON HELICOPTER;R22 BETA;R22;PISTÃO;MONOMOTOR;621;621;2.0;1995.0;BRASIL;BRASIL;HELICÓPTERO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;INSTRUÇÃO;SUBSTANCIAL;0;;;;;;;;;;;;
46498;46498;46498;46498;46498;ACIDENTE;-10.5261111111;-41.5125;SENTO SÉ;BA;BRASIL;*;25/10/2012;13:00:00;;FINALIZADA;A-045/CENIPA/2014;SIM;2014-06-02;1;1;NÃO;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I;PRMPL;MÚLTIPLA;HELICÓPTERO;ROBINSON HELICOPTER;R44 II;R44;PISTÃO;MONOMOTOR;1134;1134;4.0;2009.0;BRASIL;BRASIL;HELICÓPTERO;MÚLTIPLA;SENADOR NILO COELHO;FORA DE AERODROMO;CRUZEIRO;NÃO REGULAR;SUBSTANCIAL;0;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;A-045/CENIPA/2014 - RSV 001;2014-06-02;2014-07-29;2014-12-30;operadores e exploradores de helicópteros da aviação geral., Divulgar o conteúdo do presente relatório durante a realização de seminários, palestras e atividades afins voltadas aos proprietários;CUMPRIDA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46499;46499;46499;46499;46499;ACIDENTE;;;CAMPINA VERDE;MG;BRASIL;*;27/10/2012;19:30:00;SIM;FINALIZADA;A-146/CENIPA/2013;SIM;2013-11-13;0;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PTRLJ;PARTICULAR;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-712;P28A;PISTÃO;MONOMOTOR;1157;1157;4.0;1981.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;TITO TEIXEIRA;CAMPINA VERDE;DESCIDA;PRIVADA;SUBSTANCIAL;0;;;;;;;;;;;;
46512;46512;46512;46512;46512;ACIDENTE;-21.1466666667;-48.3672222222;JABOTICABAL;SP;BRASIL;*;25/10/2012;15:00:00;;FINALIZADA;ENCERRADA NO RAI;NÃO;;0;1;NÃO;PANE SECA;COMBUSTÍVEL | PANE SECA;FUEL;PRFSW;PARTICULAR;AVIÃO;BEECH AIRCRAFT;D55;BE55;PISTÃO;BIMOTOR;2404;2404;6.0;1968.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;VERA CRUZ;BARTOLOMEU DE GUSMÃO;CRUZEIRO;PRIVADA;LEVE;0;;;;;;;;;;;;
46513;46513;46513;46513;46513;ACIDENTE;-1.7213888889;-49.535;SÃO SEBASTIÃO DA BOA VISTA;PA;BRASIL;*;23/10/2012;12:40:00;;FINALIZADA;ENCERRADA NO RAI;NÃO;;0;1;NÃO;POUSO SEM TREM;CONTATO ANORMAL COM A PISTA | POUSO SEM TREM;ARC;PTJBL;TÁXI AÉREO;AVIÃO;CESSNA AIRCRAFT;210L;C210;PISTÃO;MONOMOTOR;1724;1724;6.0;1973.0;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA;BREVES;POUSO;TÁXI AÉREO;SUBSTANCIAL;0;;;;;;;;;;;;
46514;46514;46514;46514;46514;ACIDENTE;-20.4161111111;-54.4413888889;CAMPO GRANDE;MS;BRASIL;*;20/10/2012;15:00:00;;FINALIZADA;ENCERRADA NO RAI;NÃO;;0;1;NÃO;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G;PTAVD;INSTRUÇÃO;AVIÃO;CESSNA AIRCRAFT;150J;C150;PISTÃO;MONOMOTOR;726;726;2.0;1969.0;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;TERUEL IPANEMA ESTÂNCIA;DECOLAGEM;INSTRUÇÃO;SUBSTANCIAL;0;;;;;;;;;;;;
46515;46515;46515;46515;46515;INCIDENTE;;;RECIFE;PE;BRASIL;SBRF;28/09/2012;23:15:00;;FINALIZADA;;NÃO;;0;1;NÃO;COLISÃO COM OBSTÁCULOS NO SOLO;COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO;GCOL;PTFCS;TÁXI AÉREO;AVIÃO;DASSAULT AVIATION;FALCON 2000EX;F2TH;JATO;BIMOTOR;19414;19414;13.0;2007.0;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;ESTACIONAMENTO;TÁXI AÉREO;LEVE;0;;;;;;;;;;;;
46516;46516;46516;46516;46516;INCIDENTE;;;BRASÍLIA;DF;BRASIL;*;29/09/2012;20:50:00;;FINALIZADA;;NÃO;;0;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PRVBW;REGULAR;AVIÃO;BOEING COMPANY;737-7BX;B737;JATO;BIMOTOR;70080;70080;154.0;2001.0;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;REGULAR;NENHUM;0;;;;;;;;;;;;
46517;46517;46517;46517;46517;INCIDENTE;;;SÃO PAULO;SP;BRASIL;SBMT;30/09/2012;23:00:00;;FINALIZADA;;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PRASP;INSTRUÇÃO;AVIÃO;DIAMOND AIRCRAFT;DA20-C1;DV20;PISTÃO;MONOMOTOR;800;800;2.0;2011.0;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;INSTRUÇÃO;NENHUM;0;;;;;;;;;;;;
46518;46518;46518;46518;46518;INCIDENTE;;;PORTO ALEGRE;RS;BRASIL;SBPA;03/10/2012;11:40:00;;FINALIZADA;;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PRNHB;REGULAR;AVIÃO;LET AIRCRAFT INDUSTRIES;L410UVP-E20;L410;TURBOÉLICE;BIMOTOR;6600;6600;21.0;2006.0;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;REGULAR;LEVE;0;;;;;;;;;;;;
46519;46519;46519;46519;46519;INCIDENTE;;;PORTO ALEGRE;RS;BRASIL;SBPA;18/09/2012;18:32:00;;FINALIZADA;;NÃO;;0;1;NÃO;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OTHR;PRAYK;REGULAR;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125.0;2010.0;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0;;;;;;;;;;;;
46520;46520;46520;46520;46520;INCIDENTE;;;RIO DE JANEIRO;RJ;BRASIL;SBJR;06/09/2012;16:27:00;;FINALIZADA;;NÃO;;0;1;NÃO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP;PTFTB;TÁXI AÉREO;AVIÃO;CESSNA AIRCRAFT;560;C560;JATO;BIMOTOR;7212;7212;11.0;1990.0;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;TÁXI AÉREO;NENHUM;0;;;;;;;;;;;;
46521;46521;46521;46521;46521;INCIDENTE;;;JUNDIAÍ;SP;BRASIL;SBJD;23/09/2012;13:30:00;;FINALIZADA;;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PREAJ;INSTRUÇÃO;AVIÃO;CESSNA AIRCRAFT;152;C152;PISTÃO;MONOMOTOR;757;757;2.0;1980.0;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;INSTRUÇÃO;NENHUM;0;;;;;;;;;;;;
46522;46522;46522;46522;46522;INCIDENTE;;;SOROCABA;SP;BRASIL;SDCO;04/08/2012;23:00:00;;FINALIZADA;;NÃO;;0;1;NÃO;F.O.D.;OUTROS | F.O.D.;OTHR;PROTK;PARTICULAR;AVIÃO;PILATUS;PC-12;PC12;TURBOÉLICE;MONOMOTOR;4740;4740;10.0;2010.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;PRIVADA;LEVE;0;;;;;;;;;;;;
46523;46523;46523;46523;46523;INCIDENTE;;;BELO HORIZONTE;MG;BRASIL;SBBH;22/09/2012;14:14:00;;FINALIZADA;;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PRCML;PARTICULAR;AVIÃO;PIPER AIRCRAFT;PA-32R-301T;PA32;PISTÃO;MONOMOTOR;1633;1633;6.0;2005.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;PRIVADA;LEVE;0;;;;;;;;;;;;
46562;46562;46562;46562;46562;ACIDENTE;-13.5375;-52.2111111111;CANARANA;MT;BRASIL;*;31/10/2012;10:05:00;;FINALIZADA;ENCERRADA NO RAI;NÃO;;0;1;NÃO;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I;PRLGA;AGRÍCOLA;AVIÃO;CESSNA AIRCRAFT;A188B;C188;PISTÃO;MONOMOTOR;1497;1497;1.0;1977.0;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;CIRCUITO DE TRÁFEGO;AGRÍCOLA;DESTRUÍDA;0;;;;;;;;;;;;
46563;46563;46563;46563;46563;ACIDENTE;14.9530555556;-51.0488888889;ARUANÃ;GO;BRASIL;*;02/11/2012;12:00:00;SIM;FINALIZADA;A-017/CENIPA/2014;SIM;2014-06-02;1;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PTLHE;PARTICULAR;AVIÃO;PIPER AIRCRAFT;PA-31;PA31;PISTÃO;BIMOTOR;2948;2948;8.0;1974.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;PRIVADA;SUBSTANCIAL;0;ATITUDE, CONDIÇÕES METEOROLÓGICAS ADVERSAS, RELAÇÕES INTERPESSOAIS, APLICAÇÃO DE COMANDOS, JULGAMENTO DE PILOTAGEM; ASPECTO PSICOLÓGICO, DESEMPENHO DO SER HUMANO; INDIVIDUAL, OPERAÇÃO DA AERONAVE, PSICOSSOCIAL; FATOR HUMANO, FATOR OPERACIONAL;A-017/CENIPA/2014 - RSV 001;2014-06-02;2014-07-28;2014-12-30;palestras e atividades afins voltadas aos proprietários e operadores regulados pelo RBHA 91., Divulgar o conteúdo do presente relatório durante a realização de seminários;CUMPRIDA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
46564;46564;46564;46564;46564;ACIDENTE;-16.6263888889;-49.34;GOIÂNIA;GO;BRASIL;SWNV;03/11/2012;16:50:00;SIM;FINALIZADA;A-033/CENIPA/2014;SIM;2014-06-16;0;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PRBRO;INSTRUÇÃO;AVIÃO;CESSNA AIRCRAFT;152;C152;PISTÃO;MONOMOTOR;757;757;2.0;1981.0;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;AERÓDROMO NACIONAL DE AVIAÇÃO;AERÓDROMO NACIONAL DE AVIAÇÃO;ARREMETIDA NO AR;INSTRUÇÃO;SUBSTANCIAL;0;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;;;;;;;;
46565;46565;46565;46565;46565;ACIDENTE;-17.5244444444;-39.6705555556;COTEGIPE;BA;BRASIL;*;04/11/2012;20:00:00;SIM;FINALIZADA;A-557/CENIPA/2014;SIM;2016-06-03;0;1;NÃO;POUSO EM LOCAL NÃO PREVISTO;OUTROS | POUSO EM LOCAL NÃO PREVISTO;OTHR;PRAPM;ADMINISTRAÇÃO DIRETA;AVIÃO;AEROMOT;AMT-200SO;RF10;PISTÃO;MONOMOTOR;1050;1050;2.0;2007.0;BRASIL;BRASIL;AVIÃO;ADMINISTRAÇÃO DIRETA;TEIXEIRA DE FREITAS;TEIXEIRA DE FREITAS;POUSO;POLICIAL;SUBSTANCIAL;0;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;;;;;;;;
46566;46566;46566;46566;46566;ACIDENTE;;;LUZIÂNIA;GO;BRASIL;SWUZ;05/11/2012;11:55:00;;FINALIZADA;ENCERRADA NO RAI;NÃO;;0;1;SIM;POUSO SEM TREM;CONTATO ANORMAL COM A PISTA | POUSO SEM TREM;ARC;PTVIR;TÁXI AÉREO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PA34;PISTÃO;BIMOTOR;2155;2155;6.0;1988.0;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;TÁXI AÉREO;SUBSTANCIAL;0;;;;;;;;;;;;
46567;46567;46567;46567;46567;ACIDENTE;;;ALFENAS;MG;BRASIL;*;07/11/2012;16:15:00;SIM;FINALIZADA;A-149/CENIPA/2013;SIM;2013-10-21;0;1;NÃO;CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO;OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO;OTHR;PRLTT;PARTICULAR;AVIÃO;PIPER AIRCRAFT;PA-34-220T;PA34;PISTÃO;BIMOTOR;2155;2155;6.0;2010.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;SÃO SEBASTIÃO DO PARAÍSO;COMANDANTE PASCHOAL PATROCÍNIO FILHO;TÁXI;PRIVADA;SUBSTANCIAL;0;;;;;;;;;;;;
46568;46568;46568;46568;46568;ACIDENTE;-29.8002777778;-55.7058333333;ALEGRETE;RS;BRASIL;*;08/11/2012;11:00:00;SIM;FINALIZADA;A-528/CENIPA/2014;SIM;2014-08-15;0;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PTUAD;ESPECIALIZADA;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;IPAN;PISTÃO;MONOMOTOR;1800;1800;1.0;1985.0;BRASIL;BRASIL;AVIÃO;ESPECIALIZADA;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;AGRÍCOLA;SUBSTANCIAL;0;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;;;;;;;;
46569;46569;46569;46569;46569;ACIDENTE;;;ALTÔNIA;PR;BRASIL;*;08/11/2012;19:00:00;SIM;FINALIZADA;A-150/CENIPA/2013;SIM;2013-10-21;0;1;NÃO;OUTROS;OUTROS;OTHR;PRFAN;PARTICULAR;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-721C;P32R;PISTÃO;MONOMOTOR;1633;1633;7.0;1977.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;PRIVADA;SUBSTANCIAL;0;;;;;;;;;;;;
46570;46570;46570;46570;46570;ACIDENTE;-23.6261111111;-46.6563888889;SÃO PAULO;SP;BRASIL;SBSP;11/11/2012;19:21:00;SIM;FINALIZADA;A-014/CENIPA/2014;SIM;2014-06-02;2;1;SIM;POUSO LONGO;EXCURSÃO DE PISTA | POUSO LONGO;RE;PRMRG;TÁXI AÉREO;AVIÃO;CESSNA AIRCRAFT;525B;C25B;JATO;BIMOTOR;6291;6291;10.0;2007.0;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;HERCÍLIO LUZ;CONGONHAS;POUSO;TÁXI AÉREO;SUBSTANCIAL;0;COORDENAÇÃO DE CABINE, PERCEPÇÃO, ATITUDE, CONDIÇÕES METEOROLÓGICAS ADVERSAS, DINÂMICA DE EQUIPE, PROCESSO DECISÓRIO, INFRAESTRUTURA AEROPORTUÁRIA, COMUNICAÇÃO, APLICAÇÃO DE COMANDOS, JULGAMENTO DE PILOTAGEM; ASPECTO PSICOLÓGICO, DESEMPENHO DO SER HUMANO, INFRAESTRUTURA AEROPORTUÁRIA; INDIVIDUAL, OPERAÇÃO DA AERONAVE, PSICOSSOCIAL; FATOR HUMANO, FATOR OPERACIONAL;A-014/CENIPA/2014 - RSV 002, A-014/CENIPA/2014 - RSV 001;2014-06-02;2014-07-28;2016-01-25, 2014-09-30;especificamente, a descrição de tipos de aproximação em high speed., que não requeria, reavaliar a IAC 3535-135 0302 - Normas para a Elaboração do Manual Geral de Operações (MGO) de Empresas de Transporte Aéreo Regidas pelo RBAC 135, Tendo em vista a performance das aeronaves que operam hoje segundo o RBAC 135, válida à época da ocorrência, operadores e exploradores de empresa de Táxi-Aéreo., Divulgar o conteúdo do presente relatório durante a realização de seminários, palestras e atividades afins voltadas aos proprietários;CUMPRIDA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
